id;rank;review
718;2;"La cama era incómoda y vieja, las toallas igual de viejas y con olor de humedad. De las 3 personas que conocimos en recepción, 2 eran muy antipáticas. No recomendable. No saben lo que es la insonoridad en las habitaciones.
"
719;3;"Sucisimo, los apliques tenian mas [--] que en la vida. Habiamos reservado dos habitaciones para tres personas porque nos dijeron que no habian habitaciones de tres. Cuando llegamos la habitacion de mis dos amigos tenia tres camas y la mia dos, nos podriamos haber ahorrado una habitacion. Para colmo mi habitacion era interior y la ventana daba a la recepcion, con lo que era imposible descansar. Ademas olia a humedad tanto que tuve que llevar la ropa a la otra habitacion porque me cojia un olor exajerado. Habian pelos pegados en las paredes del baño y en los apliques. Entre las dos habitaciones habia un mini aseo para la recepcion, del cual se oia todo. CUando nos fuimos pedí la factura y me dieron un recibo hecho a mano super cutre, cuando alli tenian un ordenador con su impresora. No vuelvo mas y no lo recomiendo.
"
720;4;"El fallo fue nuestro, por llegar a sevilla y no confirmar la calidad del hostal e irnos a ver Sevilla, pero cual fue nuestra sorpresa al llegar al hostal por la noche y no poder casi ni acceder a la habitacion con la maleta porque no cabia por las escaleras, entrar a la habitación y ver las sabanas de la epoca de Abderraman III, ir a ducharnos y las cortinas del baño expulsaban mas agua de la que recogian y para colmo nos tumbamos a ver la tele y... donde estaba (no habia). Bueno, pues eso peor imposible.
"
721;4;"Me alojé en esta pensión una noche en octubre, era una habitación doble con baño privado en régimen de solo alojamiento. El personal amable, la habitación básica con tres camas, una mesita de noche, un escritorio con dos sillas y un armario empotrado. El baño básico también con una ducha, water, lavabo con espejo, había agua caliente, todo en general muy limpio. Camas cómodas (yo dormí bien en ella), sábanas muy limpias, así como el juego de toallas que dejan, también ponen un par de sobrecitos de champú y gel de baño. Está muy bien situado, en pleno centro histórico al lado de las ""setas"", magnífica elección para los que buscan un sitio para dormir y poder ducharse y estar todo el día de visita por la ciudad, sin ningún tipo de lujos, quizás para estancias cortas (una noche, un fin de semana). En general la estancia ha sido positiva, y no me importaría volver en otra ocasión.
"
722;4;"Gracias a dios que solo pasamos ahi dos noches. La primera impresión cuando entras es regular ya que huele mal todo el hostal y lo. tienen todo cerrado sin ventilación alguna. Las habitaciones dan asco tienen humedades en todos lados y por la mañana huele fatal el cuarto de baño de las humedades (hay hasta hongos en la cortina de la ducha) le pedimos al recepcionista que nos cambiaran la habitación y se puso q la defensiva diciendo que nadie se había quejado De esa habitacion y después de una discusión con el no nos la quiso cambiar y dijo ""la señora de la limpieza hara lo que pueda con la olor"" no es para nada recomendable.
"
723;1;"me gustaría que tomaseis esta critica en serio no como nos paso a mi mujer y ami os cuento la odisea lo mas breve posible aunque no somos de criticar a los hoteles que vamos pero este ha sido demasiado aunque vimos los comentarios en Internet quisimos darles un voto de confianza pero me han fastidiado la semana de vacaciones. reservamos una semana en el hotel mencionado el colonial mar de roquetas de mar, la fecha es del15-09-12 al 22-09-12 , fuimos con el todo incluido llegamos al hotel nos registramos todo bien hasta la hora de comer todos los comentarios hechos en Internet todos eran ciertos y muchos mas, comidas malisimas, ninguna variedad y si se agota a los 50 minutos antes de cerrar no reponen, mal comimos salimos a tomar el café y un licor y nos dicen que no entra nada mas que un licor de café malisimo no entra nada mas que las cervezas de barril nada de botella sino la pagas los combinados solo te entra el whisky dyc ninguna mas es penoso que un hotel de cuatro estrellas tengan estos detalles llamamos a nuestra agencia y nos quito el todo incluido, y ahora en vez de estar relajados teníamos que salir del hotel para comer y cenar. solicite hablar con el director del hotel para que cuando lean esta reclamación, no digan que que pena no haber podido hablar con nosotros antes de abandonar el hotel, pero la respuesta era la callada de no dar la cara dejando el teléfono de contacto pero nos dio igual, en resumidas cuentas lo siento pues no es de nuestro agrado pedir las hojas reclamaciones pero es vergonzoso la postura del director, y mucho mas que podia contaros no creáis que os digo milongas es que de pena a partir de ahora miraremos las quejas y haremos caso no aconsejo este hotel.
"
724;4;"Hola, llegamos ayer de vacaciones. Hemos estado una semana ayí, la calidad/precio es muy buena. Queria deciros que no hagáis caso de los comentarios que veo anteriores..(la mayoria) con respecto a las comidas del buffet... comida habia de sobra, variedad también!! Ningún dia comimos lo mismo, llevábamos M. P y hemos venido con bastantes kilitos de más!! El desayuno exquisito, zumos, huevos, cafe, leche, té, bolleria, tostadas.. ¿ que mas queréis?...Nosotros íbamos con ""miedo"", pero fué mejor porque al llegar ayi nos sorprendimos muchisimo, en un hotel bastante grande, de los que hay por Roquetas diria del que más¡ La situación es muchisimo mejor que los demás hoteles... (también estuvimos en urb. roquetas: no recomendable la situación , da como agobio tantos hoteles y calles juntas),las habitaciones grandes, bastantes amplias con sofá y todo y muy comodas (vista piscina y mar), el único ""pero"" es que es verdad q las instalaciones merecen un 3*...un poco descuidadas pero eso no van hacer que vuestro viaje sea más malo... lo importante es el descanso, la comida y las piscinas, y todo eso esta GENIAL... tambien hay mini-disco, con actuaciones en directo, y luego los animadores aquagym, juegos, voley en agua... etc. Y a 5min andando está el centro comercial gran plaza, encontraréis de todo. Tambien podeis visitiar si sois jovenes el karting de roquetas 5min (en coche o bus urbano), y el castillo de santa ana y la torre a 20min andando... no hay mucho más por ver enRoquetas. espero que os sirva de ayuda, pues a mí este comentario me hubiese gustado verlo antes de irme. Un saludo
"
725;3;"El Hotel esta bastante bien en general. La habitación de lo mejor grande con buenas vistas a la piscina y a la playa muy limpia. Las zonas comunes sobre todo la de la piscina muy descuidadas pero bastante limpio. El restaurante la comida poco variada pero bien elaborada la atención muy buena en todos los sentidos aunque algunas camareras del restaurante son muy bordes. La animación regular sobre todo por la noche de lo mejor de la animación nocturna es el trió Alexis muy agradables y simpáticos sobre todo la chica y la diurna muchas actividades nos las hacen y si las hacían duraban muy poco debido a que la gente no colabora mucho como es el caso de los bailes de la tarde en lo que mas se colaboraba era en el aquagim y el fútbol las actividades para los niños eran bastante buenas lo mejor la minidisco en general el hotel esta muy bien sobre todo su situación 1º linea de playa pero puede mejorar en muchos aspectos.
"
726;2;"Acabamos de llegar de este hotel y la verdad es que deja bastante que desear. Lo peor de todo son las comidas y desayunos.. me sé los platos de memoria, no hay variedad, para desayunar siempre lo mismo: croissants del mercadona, tostadas, huevos, embutido, cacao del barato, leche... poco más. EN las comidas pasaba lo mismo; no hay variedad y no estaba nada bueno, la verdad es que era horrible ir a comer: ponían cerdo por todos los lados... y luego dos platos más... El personal del comedor bastante pasota y seco... a excepción de las que toman nota fuera y de dos camareras... una de ellas se llama Charo! Súper agradable y EFICIENTE!Con la habitación la verdad es que tuvimos mucha suerte, nos dieron la que tenía la terraza más grande de todo el hotel y sienceramente estaba genial! Todo limpio, muy grande la cama (de 2x2).. el baño algo viejo pero pasable!El todo incluido, compensa por las bebidas y los helados, además tenéis perritos, sándwiches y hamburquesas.... pero lo único rico los helados, bebidos y sándwiches... El personal de los chiringuitos en general muy bien, sobre todo una chica jovencita y un chico que se portaron genial con nosotros!!La piscina... no está mal, aunque hay pocas tumbonas y muchas están rotas... En la tele se ven muy pocos canales y el wifi no va muy bien. En resumen, no volvería a este hotel y no se merece ser un 4 estrellas... pero siempre hay que tener opinión propia!
"
727;1;"Estamos ahora mismo en el bufet del ""todo incluido"". No es malo, es PEOR. Cero variedad. Ni las patatas fritas estan pasables. La comida esta hecha para personas de centroeuropa, no son del tipo al que estamos acostumbrados en España. Col cocida, mucho frankfurt, arroces extraños... El hotel en si necesita una urgentisima remodelacion. Es VIEJO y se nota. No es un 4 estrellas ni de lejos. Hemos estado en 3 estrellas mucho mejores y agradables. El personal esta muy quemado y no dejan de discutir entre ellos en su propio idioma (solo he visto dos españolas en todo el hotel). Las habitaciones, aunque espaciosas, no son comodas. La distribucion no es logica y para casi todas hay q andar un buen trecho. La piscina tiene el cesped muerto y mas de la mitad de las tumbonas rotas. No hay apenas sombrillas o estan rotas. La piscina esta sucia y socorrista y animador son unos chulos prepotentes que se rien de los clientes. Algo bueno? No os va a faltar aparcamiento, si es que lo encontrais. El navegador os llevara muy muy lejos. En resumen: Si teneis que pagar por la estancia, NO VENGAIS. Si es gratis.... pues entonces si. Eso es lo que vale. Gracias por estropearnos unas muy merecidas y dificiles de coger vacaciones, Hotel Colonial Mar.
"
728;4;"Hola: he estado una semana con mi familia y unos amigos no entiendo la mayoría de las críticas negativas. Para empezar, yo elegí este hotel por ser uno de los más baratos, y no esperaba que superara a otros de mayor costo (algunos más del doble). Teniendo en cuenta eso, me sorprendió la comida, muy rica, variada y bien presentada, claro, equivocado está el que espera comer bogavante en un T. I. (ni en éste ni en ninguno), las habitaciones limpias y con mobiliario correcto de clase ""colonial"" tal y como se denomina el hotel; la piscina, bastante bien y correcta, no cubre mucho, por lo que puedes estar tranquilo con los peques, tiene ""jacuzzi"" y chorros continuamente funcionando y sin tener que hacer colas para un ratito de relax, lo peor, las hamacas, que hay que cogerlas temprano si no quieres quedarte sin ellas, deberían asignarlas por habitación o algo así, porque algunos se reservan cuatro o cinco; la animación, algunas veces algo ""floja"" pero lo compensan con la simpatía de los/ las animadoras; las bebidas, refrescos y cerveza muy bien, las alcohólicas (whisky, ginebra...) son de marcas ""raras"" pero no tienen mal sabor ni dejan dolor de cabeza al día siguiente; no hay que hacer colas casi nunca y si hay que hacerlas va rápido por que los camareros no son muy amables porque curran mucho y no les da casi tiempo, pero si se da la ocasión de un rato de tranquilidad con ellos te das cuenta de que son bastante profesionales. En general bastnate bien.
"
729;1;"hotel muy viejo, fuimos en agosto con todo incluido, pero no quedaba de nada de lo poco que habia, los perritos, patatas helados... se acaban, las bebidas malas, solo una persona en el xiringuito de la piscina que no daba a abasto (x lo menos era majo),lleno de moscas las papeleras hasta arriba xk no las limpiaban, el socorrista pasaba de todo (tenia que estar con el movil y no mirando la piscina), el suelo de esta resbala y tiene las duxas llenas de mo. las instalaciones penosas una pista de ""tenis"" sin vallas para delimitar y evitar coger la perlota a 200m el gymnasio lleno de oxido y ya no tiene mas no espereis 2 porterias de futbol o una canasta o algo... en buenas condiciones. la comida del restaurante ya lo comentan x aqui repetitiva recalentado poca variedad y todo fritanga y cerdo. el personal de recepcion y demas bien para una pension pero para un cuatro estrellas muy mal con alguna excepcion pero demasiadas malas caras. y las habitaciones amplias tiene lo basico pero la tv se ven solo 3 canales en español y mal, el aire acondicionado no se puede regular (cuando funciona)no va el termostato, no ponen gel las toallas algunas para tirar de gastadas y todo bastante viejo. la animacion floja lo intentan pero no cumplen horarios y no se implican mucho. el sitio esta bien ubicado se puede aparcar y en 1ª linea de playa por decir algo bueno
"
730;1;"en instalaciones nada mal. pero la comida deja mucho que desear, todos los dias practicamente igual, la animacion peor no puede ser, ningun control en el hotel con respecto a la gente que entra y sale, gente que no eran del hotel participaba en la poca animacion que habia, despues se quedaba en los jardines de hotel molestando a los huespedes hasta alta horas de la noche. la bebida de tercera marcas y poca para elegir, poco personal para un hotel tan grande. NO VOLVEREMOS MAS
"
731;3;"Os voy a contar mi experiencia. Somos una pareja q alojo con una niña de 4 años y un bebe de seis meses y estas han sido nuestras impresiones de nuestro alojamiento la primera semana de agosto:*Atencion recibida: parece imposible q en un hotel ce cuatro estrellas la atencion sea mala, pero...... asi fue. Sobre todo la gente de recepcion. Secos y cortantes. El camarero q se encarga casi toda la semana del chiringuito kiosko de la piscina eso si es excepcional.*Limpieza: nefasta. En una semana no limpiaron la terraza ni quitaron los cigarrilos del cenicero. la ropa la cambiaron una vez.* Animacion. se esfuerzan y los niños lo pasan bien. Pero no busqueis grandes actuaciones para adultos.* Comida. Ufffffffff en algunos casos repetitiva. Arroz con leche, yougurt casero y manzanas asadas todos los dias. Poca variedad. Para los niños nada, ni untriste yougourt para beber. el zumo infumable.* situacion del hotel. Perfecta.,juegos infantiles en la playa, aunque ésta no es de arena.
"
732;1;"Estuvimos durante 15 dias de marzo, Comida; de baja calidad, mal cocinada, nula variación y ademàs de dudosa procedencia, cuasando entre varios clientes incluidos 1 de nosotros (gastroenteritis, por lo que tuvimos que acudir al médico). Tuvimos que permanecer el la habitación durante varios dias, hasta reponernos, debido a los vómitos, fiebre.... Trato de personal: Muy deficiente. NO REPETIREMOS JAMAS EN ESTE HOTELJOSÉ I LOLITA
"
733;2;"Un hotel situado cerca del mar, aunque el alrededor es desértico, que necesita una importante remodelación y actualización. No es de recibo que en un hotel con tantas habitaciones sólo funcionen dos ascensores de los cuatro que tiene, aunque lo peor es la comida, pésima, sin gracia, con poca imaginación y muy poca variedad.
"
734;3;"Es un hotel normal, Las habitaciones son amplias y con buenas vistas al mar. pero en general el hotel esta muy abandonado, muebles muy antiguos, las cerraduras de las puertas con tarjeta muy difíciles de abrir. La comida pasable y algo variada. La ubicación normal para andar. tiene a unos 300 metros un centro comercial y cerca el pueblo de roquetas. En definitiva que se puede dar como hotel pasable si el precio que consigues es bueno
"
735;2;"acabamos de llegar de este hotel nuestra estancia fue desde 26/2 al 12/3/2013 en nuestro primer viaje del inserso jubilados 66 años y 61 años cual no seria nuestra sospresa de 4 ascensores solo funciona 1 y el otro a ratos y solo de una parte del hotel internet no hay piscina climatizada cerrada a cal y canto pequeña y mala la limpieza de las habitaciones mal el polvo solo se limpia 1 vez en 15 dias la bañera con moho negro picada y podrida por donde pones los pies, alta, para gente mayor, el personal desilusionado hace lo que puede, la comida peor que en marruecos y cuando te quejas tienes la sensacion que no te escuchan, el gerente catalan por cierto catalan al igual que yo y el chico de la gimnasia te hacen creer que lo que ves no es cierto ,sres. yo tambien soy catalan y siento verguenza de este hotel, la comida ni lo cuento en el peor de mis sueños lo hubiera imaginado sres. si no tiene cash no sigan asi un negocio no se sube haciendo tan mal las cosas, el boca a boca cuenta y nosostos aunque mayores no somos invisibles, y es una lastima por con reformas y una mejor comida podria ser interesante. ah y tratando mejor al personal que tienen un mal humor debido a que tienen que soportar nuestras quejas y las de sus superiores
"
736;1;"Siempre vamos a la zona de Roquetas de mar a pasar las vacaciones y queríamos probar el hotel colonial, pero después de estas criticas nos lo hemos pensado mejor y repetiremos en el hotel de cada año. No queremos que nos den las vacaciones, Mas aun sabiendo que los empleados no cobran , ya que trabajaran con malos modos y malas caras ...creando un ambiente tenso y no de relajación y vacaciones.... que es lo buscamos.
"
737;1;"Totalmente de acuerdo con la anterior critica, piensan que como somos mayores no nos enteramos. Comida mala, a base de fritos y refritos de un dia para otro, a los mayores no nos va bien esta comida por llamarla de alguna manera. A mitad de la estancia decidimos comer fuera del hotel, era eso o morir victima de los trigliceridos. Todos los dias la misma comida, la misma fruta, todo de muy mala calidad. El personal se notaba muy quemado, y con razon , segun pude enterarme no les pagan y les deben multitud de nominas. No le pagan al perdonal ni compran tampoco. No lo recomendare jamas
"
738;3;"El Hotel es grande, amplio, los elementos comunes están dotados de grandes espacios para reunirse, salones, gimnásio, ect. ,las habitaciones amplias y con buenas camas pero con muchos detalles de abandono, cuartos de baño antiguos, cisternas que pierden agua, TV antiguas que se conectan solas, tarjetas que no desconectan la electricidad, neveras rotas. Las bañeras hay que tener mucho cuidado pues son tan altas que pueden causar un accidente. El buffet ( en honradez hay que decir que nuestra estancia lo fué con el Imserso) deficiente, carnes de cerdo, yogures a granel, aceites de baja calidad, cacao a granel, pescados de no muy buena calidad, ect. Y lo que más censuramos : el Hotel está practicamente en un descampado, frente a la playa sí, pero una playa mala con arena artificial gorda de cantera y polvorienta, no se puede dar paseos por la orilla porque los pies se hunden. Es cierto que hay un centro comercial cerca, pero solo es útil si se tiene algo que comprar pero no es apto para el ocio ( cine y poco más). Desde luego tanto Aguadulce como Almerimar están mucho mejor que Roquetas, pueblo moderno pero anodino. La zona de jardines y piscinas, al menos en este mes de Febrero, desmantelada.
"
739;2;"... El Gimnasio lo tienen cerrado, alegando que es por reformas, pero allí no hay nadie que lo haya estado reformando, por lo menos durante diez días. El Billar, ping pong Cerrado. La piscina cubierta vacía de agua y cerrada. En el Comedor todos los días 3/4 de hora antes del horario de cierre quitaban uno de los dos puntos de suministro de alimentos, dejando sólo uno. La comida de nefasta calidad. Sin variedad. Todos los días patatas en 3 formas, (fritas, en puré gratinado, y en el potaje), pero al fin patatas. Cerdo y pollo a todas las horas y de la misma manera. La fruta siempre lo mismo y de nefasta presencia y tamaño raquítico (pera cruda, mandarina blanda, naranja de la que el cosechero no le puede dar salida, manzana idem de idem ). No se lo recomiendo a nadie, así que no se les ocurra ni acercarse por allí, pues esta gente (Dirección), actuando así en la cocina se forran a costa de la crisis dando esa comida basura que todos comentábamos en todas las estancias del hotel. Hubo quien preguntó a un cocinero si no había otro cosa que siempre cerdo, a lo que contestó ""Es lo que hay"". El Director del hotel debería comer durante un tiempo allí de lo mismo que los demás, así vería la miseria de comida que ofrece a sus clientes.
"
740;2;"El hotel no está mal aunque le hace falta una renovación y algo más de limpieza , el personal del hotel no te soluciona nada a ningún tipo de queja que pongas, en mi caso fue que no pude usar la piscina del hotel debidamente pues la gente se levantaba a las 6 de la mañana para apilar tumbonas y guardárselas poniendo encima unas toallas aunque luego vayan a estar todo el día en la playa. Esto suponía q estabas en la piscina no había nadie y no podías usar tumbona, aunque la gente sea tan poco civilizada la dirección del hotel debería impedir esto. Otro punto negativo es el bufé tenía P. C. y a parte de repetitivo el menú te cobraban por una botella de agua casi 3€ y encima no te dejan entrar con esa botella q lógicamente sobraba agua a la siguiente comida .... Vamos un timo! te gastas en beber lo q en la calle te costaría comer.
"
741;3;"El hotel en si no estaba mal, pero las comidas eran todos los dias la misma ,daba lo mismo que fuera lunes que viernes. Todos los dias para desayunar era igual, que no faltara el huevo frito debia de estar de oferta, y no digamos de los postres en agosto y aun servian roscon de reyes todos los dias.- NO VOLVEREMOS MAS.
"
742;1;"Un disparate. He estado en pensiones con mas lujo que este hotel de supuestaa cuatro estrellas q no se de donde salen. Habitaciones decoradas con los muebles de la familia alcantara, viejoa y estropeados, comida mala y reciclada... entretenimiento penoso... Me voy con muy mal sabor de boca de ese hotel, nada aconsejable.
"
743;3;"Hemos estado una semana en junio, y al llegar el hotel nos pareció fantástico en un primer momento y así fue con respecto a las instalaciones. La recepción con ese estilo colonial y las habitaciones muy espaciosas y con una vista genial a la piscina que es muy grande, así como los jardines, aunque un poco abandonados. Bastante limpio en general. LAS COMIDAS, muy pero que muy malas, siempre, tanto al mediodía como por la noche, las mismas comidas, malísimas y mal hechas, lo que estaban haciendo en vivo, mejor que no lo hicieran, porque estaba muy malo y mal hecho, las pastas duras como piedras, los mismos postres a todas horas y con el mismo sabor todos, a ANÍS. EL PERSONAL, no te saludan al entrar y te quitan los platos antes de que acabes. LAS COMIDAS SON DE UN HOTEL DE 2 ESTRELLAS O MENOS, CUIDADO CON EL TODO INCLUIDO, el resto está bastante bien. AVISAR A VUESTROS AMIGOS Y FAMILIARES.
"
744;3;"instalaciones mal cuidadas, piscina resbala muchisimo, habitaciones grandes, pocas hamacas, y comida poca variedad y muy repetitiva, deberian de mejorar eso .
"
745;4;"he estado en el hotel 3 días desde el primer momento nos encantó mucho todo encima que nos toco una habitacion con vistas geniales la habitacion ( 308 ) lo que no nos gustó mucho es que el cristal estaba roto y estaba pegado con cinta islante y yo creo que es bastante peligroso por si se apoya alguien y le pasa algo . La comida mucha gente dice que es mala pero a mi si me gustó mucho lo unico es que deberian poner un poco mas de cosas pero por lo demás muy bién el hotel muy bien seguro que vendré de nuevo
"
746;3;"hemos estado alojados 4 dias y la verdad es que nunca he estado tan de acuerdo con las opiniones de la gente que leído aquí. Lo que está bien o muy bien es: la habitación grande y limpia, la piscina, el parking y la ubicación frente al mar... genial. Lo que es mejorable: la animación, muy repetitiva y sin gracia, la verdad, mini disco y poco más... Lo peor: la comida, muy poco variada y con mínima calidad, podrian esmerar un poco el surtido,,,lo peor el desayuno, cafe de máquina, al menos había tostador rápido y eficiente. Por cierto ya que tienen cocina en vivo podrían aprovecharla no solo para asar berengenas y lomos... Al final contentos, porque no hemos cogido ni un gramo y eso se agradece... las ensaladas por cierto un 10, lo mejor del bufet
"
747;1;"La comidaa era de un dia para otroo! la pastaa muu duraa, toodo d un dia para otro!!... ii siempre lo mismo, muy poca variedad!! (para vivir alli) jajajaja El desayunoo siempre lo mismo, para almorzar nunca falta el arroz! :SLaas bebidas mui malas, d otras maarcas.. La animación era buena! (creo q una d las mejores cosas q ''habia'')''Se cuelan en las habitaciones sin permisoo..''Y en la piscina... muchas moscas dando por [---] ... :SNi pienso volveer...
"
748;2;"Cual fue nuestra sorpresa que habia un matrimonio, lo primero que vimos fue a la mujer con una toalla liada saliendo del cuarto baño y al fondo el marido en calzoncillos(todo en menos de 30 segundos)todos pegamos un repullo y cerramos la puerta, avergonzados a la vez que indignados bajamos a recepcion y se lo comentamos al recepcionista, nuestra segunda sorpresa vino cuando no creian lo que les deciamos, hasta el punto de llamar a la habitacion ocupada para confirmarlo. Despues pensamos si a alguien le fueran dado la llave de nuestra habitacion por equivocacion y no estuvieramos en ese momento, esas personas entran y al ver la ropa, etc... se dan cuenta de que esta ocupada pero por casualidad no son muy honrados y te roban,¿que?,pienso que es un error gravisimo, nos quejamos y ibamos a poner una reclamacion por lo que nos ofrecieron sin coste alguno el suplemento todo incluido. No volvere.
"
749;3;"Buenas a todos, parece ser que yo no he estado en el mismo hotel que las anteriores criticas, yo me alojé el mismo fin de semana del 18 al 20 con mi pareja y la atención que recibí al llegar fué la correcta (pues claro que me pidieron el DNI es lo normal), nos explicaron horarios de restaurante, llevábamos MP y quisimos cambiar cena por almuerzo y no hubo ningún problema, me reitero, el trato en recepción fue muy correcto y agradable. En mi reserva también pedí cama de matrimonio y la tuve, en la 5ª planta, con unas vistas espectaculares y una cama enorme. En el restaurante los desayunos y almuerzos han estado bien con variedad de pescado o carne y cocina en vivo, por el precio que hemos pagado tampoco pido más, para nosotros ha estado bien. Pienso volver otro fin de semana. Gracias.
"
750;2;"El hotel Infanta Cristina es un hotel de 4 estrellas inaugurado en 1998 y que ha quedado obsoleto desde entonces. Está a la entrada de Jaén por la carretera de Bailén (muy transitada y ruidosa) aunque la entrada al parking está en la Avda. de Madrid por la calle de atrás aunque en la zona no es muy complicado encontrar algún lugar donde dejar el coche. Las chicas de recepción son muy agradables aunque los problemas vienen de que el hotel no está suficientemente bien asilado por lo que se oye bastante ruido del exterior, entre habitaciones, del pasillo... Las habitaciones son pequeñas y con la típica moqueta antigua. Además las limpiadoras hacen mucho ruido con las aspiradoras en los pasillos por lo que aunque tengas puesto el cartelito de NO MOLESTAR en la puerta, sinceramente lo hacen desde el pasillo, por lo que si quieres alojarte en un lugar donde poder dormir hasta tarde porque tengas alguna celebración la noche anterior, éste lugar es desaconsejable.
"
751;5;"Estuvimos en el Hotel el segundo fin de semana de la Feria de San Lucas... Una vez dentro del hotel, el hall es muy acogedor y con una decoración muy cuidada, a la hora del check-in, nos atendió un chico muy amable, atento y profesional; al llegar a la habitación igualmente nuestro nivel de satisfacción permanecio intacto, una habitacion con una cuidada decoración, camas muy comodas y un amplio baño. La nota a resaltar desde luego fue el personal del hotel ( ya que al fin y al cabo es quien le da un valor añadido al establecimiento), se nos olvidó una maleta en la habitacion y al volver al hotel a preguntar por ella enseguida nos atendieron... En definitiva un bonito lugar donde alojarse y en donde sin lugar a duda, el trato es inmejorable... Pasamos una agradable estancia. Gracias.
"
752;4;"Hotel muy bueno en general. A mejorar el tema del desayuno, que resulta escaso en variedad y en cantidad. Algo que me molesto especialmente fue que al bajar a desayunar, cuatro de las diez mesas que hay en el saloncito para desayunos estaban vestidas para el almuerzo y no me dejaron utilizarlas, insistiendome en que me podia sentar el cualquier otra (todas ocupadas). No encuentro normal sentarme a desayunar en una mesa con perfectos desconocidos y menos aun romper la intimidad de alguna familia desayunando que ha tenido la mala suerte de no ocupar todas las sillas de la mesa que ocupan.
"
753;3;"Un buen hotel para reuniones o congresos, elegante y cómodo. Dos cosas no me gustaron, el desayuno no está a la altura y la manguera del secador de pelo rota. Hay que cuidar estos detalles en un hotel que apuesta por la comodidad y la elegancia. El servicio perfecto.
"
754;3;"Por escandalosamente caro para mis bolsillos, opté por este curioso hotel a la entrada de Jaén. La decoración sorprende y parece fuera de lugar por algo pasado de moda, pero luego te sientes muy a gusto. Personal de recepción amable, servicio muy simpático y en general, la opción para una confortable estancia en la estupenda ciudad de Jaén, sin que te cueste un ojo de la cara.
"
755;4;"El Hotel esta a la entrada de Jaén, tiene parking pero puedes encontrar aparcamiento en los alrededores. Puedes ir andando hasta el centro de la ciudad y la estación de autobuses también está bastante cerca. Nos atendieron bien a la entrada y la habitación era muy amplia y estaba limpia. Los muebles muy bonitos y clásicos. Tenía una terraza con una mesa y sillas que daba a la piscina. Lo que más me gusto fue el baño con una impresionante bañera redonda, muy cómoda. Dormimos bien lo único, a destacar, es que a altas horas de la noche un grupo de personas al pasar por el pasillo alborotaron e hicieron bastante ruido, pero el hotel no tiene culpa de que haya maleducados. Por lo demás me encanto, es muy bonito y limpio.
"
756;4;"Buen trato, habitaciones muy comodas y modernas. con parking y mucha tranquilidad, se sube a la ciudad centro caminando. por un pequeño problema nos cambiaron de habitacion. genial
"
757;4;"Es un típico hotel de pequeña capital. Las habitaciones son muy cómodas y amplias. El personal de recepción fue muy atento y amable y facilitó de buen grado la información requerida sobre temas de la ciudad. Quizás el punto flaco sean los desayunos, con una oferta un poco justa en variedad y con un servicio muy amable, pero claramente insuficiente.
"
758;4;"Nos alojamos allí por una conferencia en julio de 2007. Era un hotel bueno y confortable, no justo en el centro de la ciudad, sino a un paseo largo o a un trayecto breve en bus. Tenía muy fácil acceso a las autopistas, pero era tranquilo y estaba cerca de la universidad, así que es un barrio bonito y pequeño con muchas opciones para comer y beber. También está cerca de las paradas de bus y tren. El personal no siempre es increíblemente servicial, pero tiene un garaje (pagando más), y acceso gratis a Internet. La piscina es un sitio genial para refrescarse en los días calurosos, pero ni os molestéis en mirar la sala de ejercicio. Consistía en una cinta para correr rota, una bicicleta estática que más o menos funcionaba y otra que estaba rota, y una máquina universal, y era parte del caluroso garaje, sin ventilación real. Es un poco caro, pero es muy confortable y está bien situado. Los secadores de pelo tampoco funcionaban, pero las habitaciones son de buen tamaño, están limpias y el aire acondicionado funciona.
"
759;4;"En nuestro reciente viaje a España hicimos una parada espontánea de una noche a Jaén sin haber hecho reserva. El Europa, recomendado por las guías, estaba lleno y el personal parecía bastante grosero, de modo que nos arriesgamos y nos quedamos en el Infantina Cristina, que tenía buena pinta desde fuera y estaba justo a unos metros de la carretera principal en Jaén. No esperaba demasiado ya que no sabía nada de este lugar, pero el personal era muy, muy agradable (teniendo en cuenta que nos registramos a media noche). El hotel estaba muy limpio, bien amueblado y el precio era muy razonable. No podíamos haber pedido un mejor sitio para quedarnos.
"
760;4;"Teníamos una reserva en el Europa por 73 euros pero no nos gustó la habitación así que el tipo del Europa nos dijo que debíamos ir al Parador o al Hotel Infantina Cristina. El parador está situado fuera de la ciudad y no teníamos coche así que optamos por el Infantina Cristina, que está cerca del centro de la ciudad en bus o en taxi. El hotel tiene una entrada preciosa de mármol, las habitaciones tienen todo el confort de un buen hotel de cuatro estrellas y el precio era poco más que el del otro hotel donde no quisimos quedarnos (85 euros). Además tomamos un delicioso ""menú"" de 15 euros en el comedor que incluía una botella de vino y todo tipo de pequeños extras. Es un lugar muy bonito. Estaba situado cerca de la oficina de Avis donde recogimos nuestro coche, pero no estaba en la zona más céntrica de la ciudad.
"
761;4;"me gustó mucho el hotel, esta un poco alejado del centro pero en una zona muy tranquila y bien comunicada. Las habitaciones no muy grandes pero espaciosas y muy limpias, con una cama no muy grande pero sí cómoda. El baño bien y limpio. El personal del hotel muy amable y simpático. Lo único que me disgustó fue el ruido, un poco de insonorización en las habitaciones no estaría mal.. Parquing bueno y a buen precio.
"
